User Id,Start date,End date,Duration,Attempts,Grade,Response 1
295,08:58:31 19/12/2016,08:58:38 19/12/2016,7,0,0.05,33
340,09:04:57 19/12/2016,09:05:04 19/12/2016,7,0,0.05,4
301,12:09:31 19/12/2016,12:11:13 19/12/2016,102,0,1,8066
329,12:10:25 19/12/2016,12:11:50 19/12/2016,85,0,1,8066
324,12:11:34 19/12/2016,12:12:01 19/12/2016,27,0,0.05,8999
296,12:11:45 19/12/2016,12:13:00 19/12/2016,75,0,0.05,28226
297,12:12:01 19/12/2016,12:13:45 19/12/2016,104,0,0.05,12096
310,12:12:28 19/12/2016,12:14:02 19/12/2016,94,1,1,8066
304,12:13:01 19/12/2016,12:14:24 19/12/2016,83,0,1,8066
300,12:13:19 19/12/2016,12:16:00 19/12/2016,161,0,0.05,8640
315,12:13:23 19/12/2016,12:14:52 19/12/2016,89,1,0.05,12096
333,12:13:32 19/12/2016,12:17:20 19/12/2016,228,0,0.05,8036
336,12:13:54 19/12/2016,12:16:31 19/12/2016,157,1,0.05,12096
294,12:14:05 19/12/2016,12:15:50 19/12/2016,105,0,1,8066
327,12:14:21 19/12/2016,12:15:14 19/12/2016,53,0,0.05,8064
307,12:14:35 19/12/2016,12:16:32 19/12/2016,117,0,0.05,0
328,12:14:52 19/12/2016,12:16:55 19/12/2016,123,0,1,8066
323,12:15:01 19/12/2016,12:15:47 19/12/2016,46,0,1,8066
320,12:15:03 19/12/2016,12:15:57 19/12/2016,54,0,1,8066
309,12:15:37 19/12/2016,12:16:32 19/12/2016,55,0,1,8066
337,12:15:56 19/12/2016,12:17:18 19/12/2016,82,0,0.05,2000
341,12:16:08 19/12/2016,12:18:46 19/12/2016,158,0,0.05,8070
314,12:16:09 19/12/2016,12:17:45 19/12/2016,96,0,1,8066
342,12:16:09 19/12/2016,12:21:32 19/12/2016,323,0,0.05,28182
293,12:16:45 19/12/2016,12:21:22 19/12/2016,277,1,0.05,10080
326,12:18:04 19/12/2016,12:20:52 19/12/2016,168,1,1,8066
321,12:18:57 19/12/2016,12:22:12 19/12/2016,195,0,1,8066
318,12:19:27 19/12/2016,12:20:41 19/12/2016,74,0,1,8066
330,12:20:06 19/12/2016,12:24:09 19/12/2016,243,0,0.05,2028
298,12:20:23 19/12/2016,12:22:16 19/12/2016,113,1,0.05,16128
313,12:20:32 19/12/2016,12:23:02 19/12/2016,150,0,0.05,336
339,12:21:20 19/12/2016,12:23:22 19/12/2016,122,0,1,8066
312,12:21:26 19/12/2016,12:28:13 19/12/2016,407,0,0.05,20160
303,12:21:55 19/12/2016,12:24:21 19/12/2016,146,0,0.05,12000
317,12:23:36 19/12/2016,12:24:22 19/12/2016,46,0,1,8066
302,12:23:51 19/12/2016,12:25:08 19/12/2016,77,0,1,8066
334,12:23:54 19/12/2016,12:26:14 19/12/2016,140,1,0.05,22145
306,12:24:17 19/12/2016,12:28:01 19/12/2016,224,0,0.05,336
335,12:25:19 19/12/2016,12:26:37 19/12/2016,78,0,1,8066
311,12:25:35 19/12/2016,12:29:57 19/12/2016,262,0,0.05,6048
305,12:29:54 19/12/2016,12:31:06 19/12/2016,72,0,0.05,12093
