User Id,Start date,End date,Duration,Attempts,Grade,Response 1
344,11:43:44 19/12/2016,11:44:20 19/12/2016,36,0,0.05,2
482,08:56:39 20/12/2016,08:58:38 20/12/2016,119,0,1,30
383,08:56:43 20/12/2016,09:00:44 20/12/2016,241,0,1,30
378,08:57:28 20/12/2016,08:58:12 20/12/2016,44,0,0.05,98
376,08:58:12 20/12/2016,09:02:06 20/12/2016,234,0,0.05,28
391,08:58:21 20/12/2016,09:00:07 20/12/2016,106,0,0.05,34
450,08:58:35 20/12/2016,09:00:14 20/12/2016,99,0,1,30
358,08:58:45 20/12/2016,09:00:07 20/12/2016,82,0,0.05,28
373,08:59:05 20/12/2016,09:00:03 20/12/2016,58,0,1,30
418,08:59:05 20/12/2016,09:01:52 20/12/2016,167,0,1,30
401,08:59:19 20/12/2016,09:00:22 20/12/2016,63,0,0.05,56
387,08:59:27 20/12/2016,09:01:39 20/12/2016,132,0,1,30
404,08:59:50 20/12/2016,09:01:22 20/12/2016,92,0,1,30
397,09:00:17 20/12/2016,09:02:43 20/12/2016,146,0,0.05,42
475,09:00:23 20/12/2016,09:01:06 20/12/2016,43,0,0.05,44
393,09:00:33 20/12/2016,09:02:37 20/12/2016,124,0,0.05,32
448,09:00:46 20/12/2016,09:03:11 20/12/2016,145,0,0.05,31
442,09:00:58 20/12/2016,09:02:43 20/12/2016,105,0,0.05,32
416,09:01:03 20/12/2016,09:02:32 20/12/2016,89,0,0.05,26
374,09:01:12 20/12/2016,09:02:31 20/12/2016,79,0,0.05,32
476,09:01:25 20/12/2016,09:06:38 20/12/2016,313,0,1,30
363,09:01:32 20/12/2016,09:04:39 20/12/2016,187,0,0.05,32
417,09:01:49 20/12/2016,09:02:52 20/12/2016,63,0,1,30
355,09:01:52 20/12/2016,09:05:21 20/12/2016,209,0,1,30
407,09:02:06 20/12/2016,09:03:41 20/12/2016,95,0,0.05,35
406,09:02:06 20/12/2016,09:04:08 20/12/2016,122,0,0.05,42
399,09:02:17 20/12/2016,09:04:19 20/12/2016,122,0,1,30
360,09:02:17 20/12/2016,09:04:38 20/12/2016,141,0,1,30
384,09:02:49 20/12/2016,09:04:34 20/12/2016,105,0,1,30
444,09:03:30 20/12/2016,09:05:36 20/12/2016,126,0,1,30
371,09:03:47 20/12/2016,09:06:01 20/12/2016,134,0,1,30
479,09:03:57 20/12/2016,09:05:47 20/12/2016,110,0,1,30
445,09:04:02 20/12/2016,09:05:54 20/12/2016,112,0,1,30
394,09:04:11 20/12/2016,09:06:12 20/12/2016,121,0,0.05,32
396,09:04:32 20/12/2016,09:07:11 20/12/2016,159,0,1,30
409,09:04:52 20/12/2016,09:05:54 20/12/2016,62,0,1,30
443,09:05:22 20/12/2016,09:07:10 20/12/2016,108,0,1,30
456,09:05:40 20/12/2016,09:06:35 20/12/2016,55,0,1,30
474,09:06:07 20/12/2016,09:07:53 20/12/2016,106,0,0.05,32
349,09:06:17 20/12/2016,09:09:24 20/12/2016,187,0,0.05,16
381,09:07:35 20/12/2016,09:09:43 20/12/2016,128,0,0.05,32
402,09:09:26 20/12/2016,09:10:18 20/12/2016,52,0,1,30
447,09:10:20 20/12/2016,09:11:27 20/12/2016,67,0,0.05,34
365,09:10:45 20/12/2016,09:12:10 20/12/2016,85,0,1,30
449,09:11:41 20/12/2016,09:14:44 20/12/2016,183,1,0.05,26
410,09:12:27 20/12/2016,09:13:18 20/12/2016,51,0,1,30
389,09:12:49 20/12/2016,09:16:05 20/12/2016,196,0,1,30
403,09:13:34 20/12/2016,09:16:43 20/12/2016,189,0,0.05,25
481,09:16:29 20/12/2016,09:17:51 20/12/2016,82,0,1,30
483,09:21:09 20/12/2016,09:21:49 20/12/2016,40,0,0.05,34
385,09:33:38 20/12/2016,09:36:40 20/12/2016,182,0,1,30
