User Id,Start date,End date,Duration,Attempts,Grade,Response 1
295,08:57:58 19/12/2016,08:58:14 19/12/2016,16,2,0.6666667,14
340,09:04:34 19/12/2016,09:04:44 19/12/2016,10,2,0.6666667,14
329,12:06:21 19/12/2016,12:07:46 19/12/2016,85,1,1,14
301,12:06:26 19/12/2016,12:07:18 19/12/2016,52,1,1,14
324,12:08:46 19/12/2016,12:09:55 19/12/2016,69,3,0.3333334,14
297,12:09:10 19/12/2016,12:10:55 19/12/2016,105,1,1,14
296,12:09:29 19/12/2016,12:10:17 19/12/2016,48,1,1,14
304,12:09:31 19/12/2016,12:11:03 19/12/2016,92,1,1,14
310,12:10:04 19/12/2016,12:10:51 19/12/2016,47,1,1,14
300,12:10:17 19/12/2016,12:12:16 19/12/2016,119,3,0.3333334,14
320,12:10:19 19/12/2016,12:12:50 19/12/2016,151,2,0.6666667,14
333,12:10:27 19/12/2016,12:11:36 19/12/2016,69,1,1,14
294,12:10:45 19/12/2016,12:12:25 19/12/2016,100,2,0.6666667,14
307,12:11:40 19/12/2016,12:12:35 19/12/2016,55,1,1,14
336,12:11:41 19/12/2016,12:12:36 19/12/2016,55,1,1,14
315,12:11:54 19/12/2016,12:12:30 19/12/2016,36,1,1,14
314,12:11:57 19/12/2016,12:14:29 19/12/2016,152,2,1,14
327,12:12:29 19/12/2016,12:13:13 19/12/2016,44,1,1,14
293,12:12:35 19/12/2016,12:15:15 19/12/2016,160,2,1,14
323,12:12:35 19/12/2016,12:13:23 19/12/2016,48,1,1,14
328,12:12:50 19/12/2016,12:13:35 19/12/2016,45,1,1,14
341,12:12:58 19/12/2016,12:14:21 19/12/2016,83,1,1,14
326,01:00:00 01/01/1970,01:00:00 01/01/1970,,-1,,
337,12:13:26 19/12/2016,12:14:18 19/12/2016,52,1,1,14
309,12:13:31 19/12/2016,12:14:17 19/12/2016,46,1,1,14
342,12:41:44 19/12/2016,01:00:00 01/01/1970,,-1,,
298,12:13:54 19/12/2016,12:15:11 19/12/2016,77,1,1,14
291,12:15:35 19/12/2016,12:22:29 19/12/2016,414,4,0.0000001,14
330,12:15:41 19/12/2016,12:18:00 19/12/2016,139,2,1,14
321,12:16:18 19/12/2016,12:17:14 19/12/2016,56,1,1,14
318,12:16:19 19/12/2016,12:17:51 19/12/2016,92,1,1,14
313,12:17:02 19/12/2016,12:18:59 19/12/2016,117,2,1,14
339,12:17:03 19/12/2016,12:18:33 19/12/2016,90,1,1,14
303,12:17:28 19/12/2016,12:18:41 19/12/2016,73,1,1,14
302,12:17:58 19/12/2016,12:20:24 19/12/2016,146,2,0.6666667,14
334,12:18:28 19/12/2016,12:21:14 19/12/2016,166,2,1,14
312,12:18:37 19/12/2016,12:19:29 19/12/2016,52,1,1,14
311,12:49:17 19/12/2016,12:49:37 19/12/2016,20,1,1,14
317,12:20:43 19/12/2016,12:21:50 19/12/2016,67,1,1,14
306,12:36:00 19/12/2016,01:00:00 01/01/1970,,-1,,
335,12:21:40 19/12/2016,12:23:33 19/12/2016,113,1,1,14
305,12:26:18 19/12/2016,12:27:55 19/12/2016,97,1,1,14
299,01:00:00 01/01/1970,01:00:00 01/01/1970,,-1,,
